#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
       26456     3.35762     3.31973  0.00438418
       26457     3.78473     3.31975  0.00438405
       26458     3.40943     3.31975  0.00438389
       26459     3.71629     3.31977  0.00438375
       26460     3.39394     3.31977  0.00438358
       26461     2.83435     3.31975  0.00438345
       26462     3.18417     3.31975  0.00438329
       26463     3.55166     3.31975  0.00438313
       26464     3.65882     3.31977  0.00438299
       26465     3.13242     3.31976  0.00438283
       26466     3.41036     3.31976  0.00438266
       26467     2.82411     3.31975  0.00438254
       26468     2.46754     3.31971  0.00438249
       26469      2.6347     3.31969   0.0043824
       26470     3.20816     3.31968  0.00438224
       26471      2.2365     3.31964  0.00438226
       26472     1.90724     3.31959  0.00438242
       26473     2.06906     3.31954  0.00438251
       26474     1.91569     3.31949  0.00438267
       26475     1.72816     3.31943  0.00438291
       26476     1.60192     3.31936  0.00438323
       26477     2.21162     3.31932  0.00438326
       26478     2.53576     3.31929   0.0043832
       26479     2.58364     3.31926  0.00438312
       26480     2.43473     3.31923  0.00438308
       26481      2.4082      3.3192  0.00438305
       26482     2.91406     3.31918  0.00438291
       26483     2.34083     3.31914   0.0043829
       26484     2.87582     3.31913  0.00438277
       26485     3.51003     3.31913  0.00438261
       26486     3.41139     3.31914  0.00438244
       26487     3.63037     3.31915  0.00438229
       26488     3.97488     3.31917   0.0043822
       26489     3.97378      3.3192   0.0043821
       26490     3.28059      3.3192  0.00438194
       26491     3.52111     3.31921  0.00438178
       26492     2.94084     3.31919  0.00438164
       26493     2.40025     3.31916  0.00438161
       26494     1.95721     3.31911  0.00438175
       26495     2.26212     3.31907  0.00438176
       26496     2.22633     3.31902  0.00438179
       26497     2.47814     3.31899  0.00438174
       26498     2.89988     3.31898   0.0043816
       26499     2.54191     3.31895  0.00438154
       26500     2.54328     3.31892  0.00438147
       26501     3.53852     3.31893  0.00438131
       26502     3.77859     3.31894  0.00438118
       26503     3.89173     3.31897  0.00438107
       26504     3.54501     3.31897  0.00438091
       26505     2.62901     3.31895  0.00438082
       26506     3.10217     3.31894  0.00438067
       26507     3.11682     3.31893  0.00438051
       26508     2.84109     3.31891  0.00438038
       26509     2.82872      3.3189  0.00438025
       26510     3.00713     3.31888   0.0043801
       26511      3.5471     3.31889  0.00437995
       26512     3.45115      3.3189  0.00437978
       26513     4.28331     3.31893  0.00437977
       26514     4.32828     3.31897  0.00437977
       26515     4.31672     3.31901  0.00437977
       26516     3.76964     3.31903  0.00437963
       26517     3.57062     3.31904  0.00437948
       26518     3.69216     3.31905  0.00437934
       26519     4.15407     3.31908  0.00437928
       26520     3.98307     3.31911  0.00437919
       26521     4.33663     3.31914  0.00437919
       26522     3.59888     3.31916  0.00437904
       26523     4.04484     3.31918  0.00437896
       26524     3.72415      3.3192  0.00437882
       26525     3.98387     3.31922  0.00437873
       26526     4.84089     3.31928  0.00437894
       26527      4.2305     3.31931  0.00437891
       26528     4.02317     3.31934  0.00437883
       26529     4.00517     3.31937  0.00437874
       26530      3.7931     3.31938  0.00437861
       26531     3.41004     3.31939  0.00437844
       26532     2.81853     3.31937  0.00437832
       26533     3.06943     3.31936  0.00437817
       26534     3.40686     3.31936    0.004378
       26535     3.81207     3.31938  0.00437788
       26536     3.73294      3.3194  0.00437774
       26537     3.61445     3.31941  0.00437759
       26538     3.77581     3.31943  0.00437746
       26539     3.42906     3.31943  0.00437729
       26540     3.20121     3.31943  0.00437713
       26541     3.62101     3.31944  0.00437698
       26542     2.99943     3.31942  0.00437683
       26543     3.06774     3.31942  0.00437668
       26544      2.6661     3.31939  0.00437658
       26545     3.03788     3.31938  0.00437643
       26546     3.27743     3.31938  0.00437627
       26547     3.05476     3.31937  0.00437611
       26548     2.65902     3.31934  0.00437602
       26549     2.39859     3.31931  0.00437599
       26550     1.71415     3.31925  0.00437624
       26551     1.71808     3.31919  0.00437649
       26552     2.16796     3.31914  0.00437654
       26553     3.17333     3.31914  0.00437638
       26554     3.13895     3.31913  0.00437622
       26555     2.54288      3.3191  0.00437616
       26556     2.64642     3.31908  0.00437606
       26557     2.65021     3.31905  0.00437597
       26558     2.65534     3.31903  0.00437588
       26559     3.03276     3.31902  0.00437573
       26560      3.0519     3.31901  0.00437557
       26561     3.42919     3.31901  0.00437541
       26562     3.38123     3.31901  0.00437525
       26563     3.38855     3.31902  0.00437508
       26564     3.49515     3.31902  0.00437492
       26565     4.55446     3.31907  0.00437501
       26566     4.68058     3.31912  0.00437514
       26567     4.79371     3.31918  0.00437533
       26568     4.09886     3.31921  0.00437526
       26569     3.97735     3.31923  0.00437517
       26570     3.80488     3.31925  0.00437504
       26571     3.96285     3.31927  0.00437494
       26572     4.50405     3.31932  0.00437501
       26573     4.09229     3.31935  0.00437494
       26574     3.76538     3.31936  0.00437481
       26575       3.001     3.31935  0.00437466
       26576     3.45056     3.31936   0.0043745
       26577     3.44166     3.31936  0.00437433
       26578     3.76196     3.31938   0.0043742
       26579     2.88198     3.31936  0.00437407
       26580     3.61876     3.31937  0.00437392
       26581     3.62507     3.31938  0.00437377
       26582     3.95952     3.31941  0.00437367
       26583     4.61467     3.31946  0.00437378
       26584     4.31275     3.31949  0.00437377
       26585     4.24559     3.31953  0.00437375
       26586     4.68648     3.31958  0.00437388
       26587     4.90863     3.31964  0.00437413
       26588     4.59872     3.31969  0.00437423
       26589      4.4996     3.31973  0.00437429
       26590     4.41616     3.31977  0.00437432
       26591      4.8771     3.31983  0.00437455
       26592     4.55729     3.31988  0.00437463
       26593      3.6394     3.31989  0.00437448
       26594     3.55614      3.3199  0.00437432
       26595     3.08921     3.31989  0.00437417
       26596     3.04865     3.31988  0.00437402
       26597     3.06402     3.31987  0.00437386
       26598      3.6592     3.31988  0.00437372
       26599     3.49234     3.31989  0.00437356
       26600     4.81764     3.31995  0.00437376
       26601     5.34217     3.32002  0.00437425
       26602     5.49465      3.3201  0.00437485
       26603     4.23548     3.32014  0.00437482
       26604     3.77181     3.32016  0.00437469
       26605     3.66549     3.32017  0.00437454
       26606     3.80163     3.32019  0.00437442
       26607     3.74483      3.3202  0.00437428
       26608     3.71436     3.32022  0.00437414
       26609     4.13018     3.32025  0.00437408
       26610     4.65107      3.3203  0.00437421
       26611     4.19651     3.32033  0.00437417
       26612     3.64274     3.32034  0.00437402
       26613     3.52925     3.32035  0.00437386
       26614     4.17454     3.32038  0.00437381
       26615     3.89725      3.3204   0.0043737
       26616     4.17956     3.32044  0.00437366
       26617      4.7887     3.32049  0.00437384
       26618     4.42377     3.32053  0.00437387
       26619     4.20332     3.32057  0.00437384
       26620     3.42341     3.32057  0.00437367
       26621     3.37861     3.32057  0.00437351
       26622     2.69585     3.32055  0.00437341
       26623     2.84761     3.32053  0.00437328
       26624     3.52304     3.32054  0.00437312
       26625     2.76187     3.32052  0.00437301
       26626     2.59747     3.32049  0.00437293
       26627     2.82526     3.32047   0.0043728
       26628     2.90027     3.32046  0.00437267
       26629     2.46327     3.32042  0.00437262
       26630     2.45399     3.32039  0.00437258
       26631     2.41054     3.32036  0.00437255
       26632     2.38284     3.32032  0.00437253
       26633     2.97881     3.32031  0.00437238
       26634     2.99284      3.3203  0.00437223
       26635     2.72441     3.32027  0.00437213
       26636     2.58685     3.32025  0.00437205
       26637     2.47003     3.32022    0.004372
       26638      2.2136     3.32017  0.00437203
       26639     2.36849     3.32014  0.00437202
       26640     3.40746     3.32014  0.00437185
       26641     3.27617     3.32014  0.00437169
       26642     2.91987     3.32012  0.00437155
       26643     3.18657     3.32012  0.00437139
       26644     3.58462     3.32013  0.00437124
       26645     3.40327     3.32013  0.00437107
       26646     3.16219     3.32013  0.00437091
       26647     3.01549     3.32012  0.00437077
       26648     4.08275     3.32014   0.0043707
       26649     3.46302     3.32015  0.00437053
       26650     3.97507     3.32017  0.00437044
       26651     3.44936     3.32018  0.00437028
       26652     3.11029     3.32017  0.00437012
       26653     2.59869     3.32014  0.00437004
       26654     2.49307     3.32011  0.00436999
       26655     2.61797     3.32009   0.0043699
       26656     2.14706     3.32004  0.00436996
       26657     2.48987     3.32001  0.00436991
       26658      2.6684     3.31999  0.00436981
       26659     2.84708     3.31997  0.00436968
       26660     2.51262     3.31994  0.00436963
       26661     2.18807      3.3199  0.00436967
       26662     1.48612     3.31983  0.00437004
       26663     2.62721      3.3198  0.00436996
       26664     2.85159     3.31978  0.00436983
       26665     2.58277     3.31976  0.00436975
       26666      2.3266     3.31972  0.00436975
       26667     2.65921     3.31969  0.00436965
       26668     2.43255     3.31966  0.00436962
       26669     2.37537     3.31963   0.0043696
       26670     1.98849     3.31958  0.00436972
       26671     2.10579     3.31953  0.00436979
       26672     2.16159     3.31949  0.00436984
       26673     2.83843     3.31947  0.00436972
       26674     3.00819     3.31946  0.00436957
       26675     2.74938     3.31944  0.00436946
