#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         719    0.602898    0.631839   0.0050991
         720    0.602261    0.631798  0.00509219
         721    0.601597    0.631756   0.0050853
         722     0.60091    0.631713  0.00507843
         723    0.600205    0.631669   0.0050716
         724    0.599487    0.631625  0.00506479
         725    0.598761     0.63158    0.005058
         726    0.598031    0.631533  0.00505125
         727    0.597303    0.631486  0.00504452
         728    0.596583    0.631438  0.00503782
         729    0.595874     0.63139  0.00503114
         730    0.595182     0.63134  0.00502449
         731    0.594511     0.63129  0.00501787
         732    0.593863    0.631238  0.00501128
         733    0.593244    0.631187  0.00500471
         734    0.592658    0.631134  0.00499817
         735    0.592107    0.631081  0.00499165
         736    0.591596    0.631027  0.00498516
         737    0.591126    0.630973  0.00497868
         738    0.590701    0.630919  0.00497224
         739    0.590324    0.630864  0.00496581
         740    0.589996    0.630809  0.00495941
         741    0.589719    0.630753  0.00495303
         742    0.589495    0.630697  0.00494666
         743    0.589324    0.630642  0.00494032
         744    0.589207    0.630586  0.00493399
         745    0.589141     0.63053  0.00492768
         746    0.589129    0.630475  0.00492139
         747    0.589169     0.63042  0.00491511
         748    0.589259    0.630365  0.00490885
         749    0.589398     0.63031   0.0049026
         750    0.589585    0.630256  0.00489636
         751    0.589819    0.630202  0.00489014
         752    0.590097    0.630148  0.00488393
         753    0.590417    0.630096  0.00487773
         754    0.590776    0.630044  0.00487154
         755    0.591169    0.629992  0.00486536
         756    0.591596    0.629941  0.00485919
         757    0.592052    0.629891  0.00485303
         758    0.592536    0.629842  0.00484687
         759    0.593042    0.629793  0.00484073
         760    0.593568    0.629746   0.0048346
         761    0.594111    0.629699  0.00482847
         762    0.594668    0.629653  0.00482235
         763    0.595237    0.629608  0.00481624
         764    0.595813    0.629564  0.00481014
         765    0.596396     0.62952  0.00480405
         766    0.596982    0.629478  0.00479797
         767    0.597569    0.629436  0.00479189
         768    0.598155    0.629395  0.00478582
         769    0.598737    0.629356  0.00477977
         770    0.599315    0.629317  0.00477372
         771    0.599887    0.629278  0.00476768
         772    0.600451    0.629241  0.00476165
         773    0.601005    0.629205  0.00475563
         774    0.601549    0.629169  0.00474962
         775    0.602082    0.629134  0.00474362
         776    0.602602      0.6291  0.00473763
         777    0.603108    0.629066  0.00473165
         778    0.603601    0.629034  0.00472568
         779     0.60408    0.629001  0.00471972
         780    0.604543     0.62897  0.00471378
         781    0.604992    0.628939  0.00470784
         782    0.605425    0.628909  0.00470192
         783    0.605844     0.62888  0.00469601
         784    0.606247    0.628851   0.0046901
         785    0.606634    0.628823  0.00468421
         786    0.607005    0.628795  0.00467834
         787     0.60736    0.628768  0.00467247
         788    0.607701    0.628741  0.00466662
         789    0.608025    0.628715  0.00466078
         790    0.608334    0.628689  0.00465495
         791    0.608627    0.628664  0.00464913
         792    0.608904    0.628639  0.00464333
         793    0.609164    0.628614  0.00463754
         794    0.609407     0.62859  0.00463176
         795    0.609633    0.628566    0.004626
         796    0.609842    0.628543  0.00462025
         797    0.610033    0.628519  0.00461451
         798    0.610207    0.628496  0.00460878
         799    0.610363    0.628474  0.00460307
         800    0.610501    0.628451  0.00459737
         801    0.610622    0.628429  0.00459169
         802    0.610725    0.628407  0.00458601
         803     0.61081    0.628385  0.00458035
         804    0.610875    0.628363  0.00457471
         805    0.610922    0.628341  0.00456908
         806     0.61095     0.62832  0.00456346
         807    0.610959    0.628298  0.00455786
         808    0.610949    0.628277  0.00455227
         809    0.610921    0.628255  0.00454669
         810    0.610874    0.628234  0.00454113
         811     0.61081    0.628213  0.00453558
         812    0.610728    0.628191  0.00453004
         813     0.61063    0.628169  0.00452452
         814    0.610516    0.628148  0.00451902
         815    0.610387    0.628126  0.00451352
         816    0.610243    0.628104  0.00450805
         817    0.610085    0.628082  0.00450258
         818    0.609914     0.62806  0.00449713
         819    0.609731    0.628037   0.0044917
         820    0.609538    0.628015  0.00448628
         821    0.609336    0.627992  0.00448087
         822    0.609128    0.627969  0.00447548
         823    0.608914    0.627946   0.0044701
         824    0.608695    0.627923  0.00446473
         825    0.608474    0.627899  0.00445939
         826    0.608253    0.627875  0.00445405
         827    0.608032    0.627851  0.00444873
         828    0.607813    0.627827  0.00444342
         829    0.607598    0.627803  0.00443813
         830    0.607388    0.627778  0.00443285
         831    0.607185    0.627753  0.00442758
         832    0.606992    0.627728  0.00442233
         833     0.60681    0.627703   0.0044171
         834    0.606642    0.627678  0.00441187
         835     0.60649    0.627653  0.00440666
         836    0.606357    0.627627  0.00440146
         837    0.606244    0.627602  0.00439628
         838    0.606154    0.627576  0.00439111
         839    0.606088     0.62755  0.00438595
         840    0.606047    0.627525   0.0043808
         841    0.606032    0.627499  0.00437567
         842    0.606046    0.627474  0.00437054
         843    0.606091    0.627448  0.00436543
         844    0.606168    0.627423  0.00436033
         845    0.606277    0.627398  0.00435525
         846    0.606421    0.627373  0.00435017
         847    0.606598    0.627349   0.0043451
         848    0.606811    0.627325  0.00434005
         849     0.60706    0.627301    0.004335
         850    0.607346    0.627277  0.00432996
         851    0.607667    0.627254  0.00432494
         852    0.608024    0.627232  0.00431992
         853    0.608415     0.62721  0.00431491
         854     0.60884    0.627188  0.00430991
         855    0.609295    0.627167  0.00430492
         856    0.609781    0.627147  0.00429994
         857    0.610295    0.627127  0.00429497
         858    0.610833    0.627108     0.00429
         859    0.611394     0.62709  0.00428505
         860    0.611974    0.627072   0.0042801
         861     0.61257    0.627055  0.00427516
         862    0.613179    0.627039  0.00427023
         863    0.613797    0.627024  0.00426531
         864    0.614421    0.627009   0.0042604
         865     0.61505    0.626996   0.0042555
         866    0.615678    0.626982  0.00425061
         867    0.616302     0.62697  0.00424572
         868     0.61692    0.626959  0.00424085
         869    0.617529    0.626948  0.00423598
         870    0.618126    0.626938  0.00423112
         871    0.618707    0.626928  0.00422628
         872    0.619271    0.626919  0.00422144
         873    0.619815    0.626911  0.00421661
         874    0.620338    0.626904  0.00421179
         875    0.620837    0.626897  0.00420698
         876    0.621314     0.62689  0.00420219
         877    0.621765    0.626885   0.0041974
         878    0.622191    0.626879  0.00419262
         879     0.62259    0.626874  0.00418785
         880    0.622963     0.62687   0.0041831
         881    0.623311    0.626866  0.00417835
         882    0.623634    0.626862  0.00417362
         883    0.623935    0.626859  0.00416889
         884    0.624213    0.626856  0.00416418
         885    0.624471    0.626853  0.00415947
         886    0.624712    0.626851  0.00415478
         887    0.624937    0.626849  0.00415009
         888     0.62515    0.626847  0.00414542
         889    0.625353    0.626845  0.00414076
         890     0.62555    0.626844  0.00413611
         891    0.625744    0.626842  0.00413146
         892    0.625938    0.626841  0.00412683
         893    0.626137    0.626841  0.00412221
         894    0.626343     0.62684   0.0041176
         895    0.626561     0.62684    0.004113
         896    0.626794     0.62684  0.00410841
         897    0.627046     0.62684  0.00410383
         898     0.62732     0.62684  0.00409926
         899     0.62762    0.626841   0.0040947
         900     0.62795    0.626842  0.00409015
         901    0.628313    0.626844  0.00408561
         902     0.62871    0.626846  0.00408108
         903    0.629143    0.626849  0.00407656
         904    0.629617    0.626852  0.00407206
         905    0.630134    0.626855  0.00406756
         906    0.630694     0.62686  0.00406307
         907    0.631299    0.626865  0.00405859
         908    0.631948     0.62687  0.00405413
         909    0.632645    0.626876  0.00404967
         910    0.633388    0.626884  0.00404523
         911    0.634177    0.626892   0.0040408
         912    0.635011    0.626901  0.00403637
         913    0.635889     0.62691  0.00403197
         914    0.636808    0.626921  0.00402757
         915    0.637766    0.626933  0.00402318
         916    0.638761    0.626946  0.00401881
         917     0.63979     0.62696  0.00401446
         918     0.64085    0.626975  0.00401011
         919    0.641938    0.626991  0.00400578
